Company,Stage,Dealflow,region,follow on rate,number of deals (12months),market value,creation year,company age,access,across,active,activity,address,advalorem,advancement,advisor,alignment,allen,allied,amara,american,angel,ankur,appear,application,approach,area,arkstons,asian,atman,aula,austin,australian,ayuh,bakhai,balanced,bana,banana,banyan,barney,based,beard,benjamin,better,beyond,bitcoin,boring,brinc,broad,bryant,builder,buildtech,business,cabra,caisson,calculated,calm,capital,capitalist,caravan,cavallon,center,chaos,characterized,circle,cleantech,climate,club,cobble,collective,columbia,commitment,community,company,companyon,concentrate,concentrated,concentrating,consistent,construction,consumer,cool,cornell,cove,cryptocurrency,cutting,daniel,darkmode,datapower,daydream,deal,demonstrate,demonstrated,demonstrating,detailed,developing,development,device,different,digital,disruptive,diverse,diversified,dragon,duro,dvc,early,earth,edge,education,electric,emerging,emphasis,encompassing,enduring,energy,engineering,established,estate,europe,european,everywhere,evolutionary,exceptional,executive,exit,exitfund,expansion,exploration,eye,factory,feldberg,finance,financed,fintech,firm,first,flight,flow,focalpoint,focus,focused,focusing,founded,founder,fractal,freedom,frontierspace,fund,funding,fundomo,galactic,general,generating,giant,ginsburg,given,global,gold,gonio,good,goodtech,great,grow,growth,guidance,gulf,hanna,harpoon,health,healthcare,healthtech,help,hero,high,hill,howie,hyperguap,iaso,idea,ikigai,impact,includes,including,india,indian,indicating,industry,information,innovation,innovative,inovexus,intbox,interest,interested,intersection,inuka,invest,investing,investment,investor,invests,involvement,island,islander,jake,jessie,jolt,journey,journeyone,juniper,kagan,katha,keen,kindergarten,known,kube,landscape,late,leader,leap,led,leveraging,lightning,likely,low,majic,mana,management,mandate,market,matt,mav,maverick,may,maya,mba,meandros,measured,med,medical,medium,melzi,mentor,mid,middle,mkt,model,moderate,multiple,munch,mute,myasiavc,mycelorium,nagpal,name,nature,need,needed,nelstone,ness,network,new,newlin,newly,news,niche,nomad,nordic,nyu,offering,ollie,operate,operating,opportunity,oriented,pacific,palumni,paperjet,particular,particularly,partner,partnership,passionate,pell,pete,pioneering,pirque,pitch,portfolio,positive,possibly,potential,potentially,potluck,pre,prestigious,primarily,prithvi,product,prominent,promising,proptech,proven,provide,providing,range,real,record,recursive,red,reflecting,region,reinforced,related,rendered,resource,return,revere,rhone,riceberg,ride,rief,riverside,rob,round,saas,saasholic,sahith,scalability,scalable,scale,scaling,scvc,sector,seed,seid,selection,selective,selectivity,seneca,series,service,several,shane,shelter,shorvc,show,showcasing,showing,significant,slater,sober,social,socially,soderling,sola,solution,sourcing,space,spacecadet,span,spanning,specialize,specializing,stage,stardust,startup,stateless,step,storied,strategic,strategy,strong,studio,successful,suggesting,sum,suman,sunflower,superangel,support,supporting,sustainability,sustainable,syndicate,syntax,talukdar,targeting,tdv,team,tech,technological,technology,ten,tenon,textbook,tier,top,topazprop,track,traction,trajectory,tremis,typical,ujwal,umami,undefined,university,unknown,unpopular,untapped,unwritten,value,variety,various,ventioneers,venture,view,walker,wave,web,wild,within,wizard,work,wuri,xtripe,youth,zachary,Stage_Medium,Stage_Other,Stage_Pre-Seed,Stage_Seed,Stage_Seed+,Stage_Series A,Stage_Series B,Stage_Series D,Dealflow_High,Dealflow_Low,Dealflow_Medium,Dealflow_New,region_Europe,region_India,region_UK,region_USA,region_Unknown,region_0.0,region_0.2969175292459349,AI,AI / ML,Biotech,Blockchain,Cleantech,Construction Technology,Consumer Goods,Consumer Product,Consumer Products,Cryptocurrency,E-commerce,EdTech,Energy,Finance,Fintech,Healthcare,Healthtech,Medical Technology,Real Estate Tech,Real Estate Technology,Renewable Energy,SaaS,Social Impact,Spacetech,Sustainability,Sustainability Tech,Sustainable Technology,Technology,Unknown,Unspecified,Web3,seed_investment,early_investment,growth_investment
Gold Dragon Ventures,Seed,High,India,20.00%,1.653299345,0.716025024,2022,0.300142113,0,0.147898183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090235361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078079505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.376813661,0,0,0.139232844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080548034,0,0,0,0,0.128465094,0,0,0,0,0,0,0,0,0.312808819,0,0,0,0,0,0,0,0,0.376813661,0,0,0,0,0,0.118269905,0,0,0,0,0,0,0,0,0,0.133641692,0,0,0,0,0,0,0,0,0,0,0.271750679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120016298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231560279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257733408,0,0,0,0,0,0,0,0,0,0.197646534,0,0,0.135824748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088524612,0.113278345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348491067,0,0.163120802,0,0.154819892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129470177,0,0.180470723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7,0.25,0.05
Climate Capital,Seed,High,USA,30.00%,1.653299345,0.951002661,2024,-0.62337208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162106054,0,0,0,0,0,0,0,0.313028677,0.589956722,0,0,0,0,0,0,0.070134148,0,0,0.338469169,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155396643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313028677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07235148,0,0,0.157115763,0,0,0.212046149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120042337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107803461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168555342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079516363,0.101751161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207996746,0,0,0,0,0,0,0,0.073260829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259865844,0,0,0,0,0,0,0,0,0.131675271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081053027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.7,0.2,0.1
DVC,Seed,High,USA,30.00%,1.288265451,0.716025024,2022,0.300142113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136574034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118175766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.570319229,0.210733252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121911962,0,0,0,0,0.194435926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17900519,0,0,0,0,0,0,0,0,0,0.202270869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181648411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454170259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205574993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133984761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123444211,0,0,0,0,0,0,0,0.299144194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221872319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136574034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7,0.25,0.05
SuperAngel.Fund,Pre-Seed,High,USA,56.00%,1.288265451,-0.787831855,2024,-0.62337208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134982037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50014468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484019601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270191422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.651426719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.65,0.24,0.11
Austin Walker || Rhone VC,Other,High,USA,30.44%,2.870078992,2.125890847,2024,-0.62337208,0,0.134072092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315912782,0,0,0,0,0.341587671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223061288,0,0,0,0,0,0,0,0,0.081799813,0,0,0,0,0,0.341587671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156828397,0,0,0.26226013,0,0,0,0,0,0,0,0.228129758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073018094,0,0,0.158563357,0,0.116455683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121148353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192693729,0,0.194236571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341587671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080248991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073935821,0,0,0,0,0,0,0.218368618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117366807,0,0.081799813,0,0.341587671,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3,0.4,0.3
Reinforced Ventures,Seed,High,USA,36.00%,1.653299345,0.951002661,2022,0.300142113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299228668,0,0,0,0,0,0,0,0,0.109731497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094949261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210379635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169315312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097951138,0,0,0.212707021,0,0.312442191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143823147,0,0,0,0,0,0,0,0,0,0.325032286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130280675,0,0.145946865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165170867,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254540075,0,0,0,0,0,0,0.458227533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107651125,0.137753118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198364472,0,0,0,0,0,0,0,0,0,0,0.281590894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219462994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7,0.2,0.1
Red Beard Ventures,Seed,High,USA,36.00%,1.653299345,0.951002661,2022,0.300142113,0,0.170126531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433446846,0,0,0,0,0,0,0.28304655,0,0,0,0,0,0,0,0,0.103797279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089814459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199002423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160158835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092653996,0,0,0.201203945,0,0.147772747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153727361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246470339,0,0.13805414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240774691,0,0,0,0.433446846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101829413,0.130303507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187637033,0,0,0,0,0,0,0,0,0,0,0.266362617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148928889,0,0.207594558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7,0.2,0.1
Allied Venture Partners,Seed,High,USA,35.00%,1.653299345,0.951002661,2024,-0.62337208,0,0,0,0,0,0,0,0,0,0,0.548739327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131406307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113704197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366476253,0,0,0,0,0.202759467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117299022,0,0,0,0,0.187078804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17223194,0,0,0,0,0,0,0,0,0,0.194617286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174775147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455531523,0,0,0,0,0,0,0,0,0,0,0.197796387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128915008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118773294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262812613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7,0.2,0.1
Palumni VC,Seed,High,USA,35.00%,1.653299345,0.951002661,2022,0.300142113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30328719,0,0,0,0,0,0,0,0,0.111219816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19247417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213233073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171611783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099279677,0,0,0.215592026,0,0.158339966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164720395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264095417,0,0.147926383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464442602,0,0,0,0,0,0,0,0,0,0,0,0.24360972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257992474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139621502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201054945,0,0,0,0,0,0,0.296906761,0,0,0,0.28541019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111219816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7,0.2,0.1
Exitfund Ventures,Seed,High,USA,36.00%,1.896655274,1.538446754,2024,-0.62337208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130123848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112594502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249476298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54338391,0,0,0,0,0,0,0,0,0.116154243,0,0,0.252236202,0,0.18525301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192717921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17306943,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371664304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371664304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163352969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117614127,0,0.223257931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260247696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7,0.2,0.1
Middle Cove Capital,Seed+,High,USA,36.00%,1.288265451,0.774769433,2022,0.300142113,0,0,0,0,0,0,0,0.354906371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195039633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08438265,0,0,0,0,0,0,0,0,0,0.407232802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17921766,0.087050457,0,0,0,0,0.138835731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129704887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354906371,0,0.407232802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324297372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168907425,0,0,0,0,0,0,0,0.095670963,0.122422998,0,0,0,0,0,0.233408162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16731808,0,0,0,0,0,0.213602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097519816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6,0.3,0.1
